["port 1",""]
["port 2",""]
["port 3",""]
["port 4",""]
("port 1","mode 1",1,"port 1",1,"transmission")
(100, 3)
1.9034441777777778e+14 6.6411017262941606e-04 -2.6578032770311757e+00
1.9041398810591294e+14 6.4871267261387656e-04 -2.6588177895379608e+00
1.9048355843404809e+14 6.3339782988499336e-04 -2.6598399819568921e+00
1.9055312876218325e+14 6.1816543391517674e-04 -2.6608699557513282e+00
1.9062269909031841e+14 6.0301528219524171e-04 -2.6619077924558767e+00
1.9069226941845353e+14 5.8794717853098949e-04 -2.6629535499102026e+00
1.9076183974658869e+14 5.7296093128613292e-04 -2.6640072582327021e+00
1.9083141007472384e+14 5.5805635158865253e-04 -2.6650689155141327e+00
1.9090098040285900e+14 5.4323325151670629e-04 -2.6661384832008670e+00
1.9097055073099416e+14 5.2849144229028140e-04 -2.6672158810901214e+00
1.9104012105912931e+14 5.1383073246684483e-04 -2.6683009819138683e+00
1.9110969138726447e+14 4.9925092618044063e-04 -2.6693936054162717e+00
1.9117926171539962e+14 4.8475182142578336e-04 -2.6704935118279769e+00
1.9124883204353475e+14 4.7033320840686308e-04 -2.6716003946292268e+00
1.9131840237166991e+14 4.5599486796687810e-04 -2.6727138724245538e+00
1.9138797269980506e+14 4.4173657012124153e-04 -2.6738334797916501e+00
1.9145754302794022e+14 4.2755807268576358e-04 -2.6749586567847161e+00
1.9152711335607538e+14 4.1345912004806104e-04 -2.6760887368825435e+00
1.9159668368421053e+14 3.9943944205880191e-04 -2.6772229329119788e+00
1.9166625401234569e+14 3.8549875307847947e-04 -2.6783603205162394e+00
1.9173582434048084e+14 3.7163675117311352e-04 -2.6794998185133783e+00
1.9180539466861597e+14 3.5785311748700330e-04 -2.6806401653511496e+00
1.9187496499675112e+14 3.4414751576778335e-04 -2.6817798905699464e+00
1.9194453532488628e+14 3.3051959208841084e-04 -2.6829172799823620e+00
1.9201410565302144e+14 3.1696897474042254e-04 -2.6840503326504792e+00
1.9208367598115659e+14 3.0349527431274416e-04 -2.6851767073325536e+00
1.9215324630929175e+14 2.9009808396263017e-04 -2.6862936551087375e+00
1.9222281663742691e+14 2.7677697987285159e-04 -2.6873979337822069e+00
1.9229238696556206e+14 2.6353152190018557e-04 -2.6884856978899196e+00
1.9236195729369719e+14 2.5036125442067945e-04 -2.6895523559515517e+00
