["port 1","LEFT"]
["port 2","LEFT"]
["port 3","LEFT"]
["port 4","RIGHT"]
("port 1","mode 1",1,"port 1",1,"transmission")
(100, 3)
1.9034441777777778e+14 5.1758943269941671e-04 -2.6330555530713307e+00
1.9041398810591294e+14 5.0658072324182880e-04 -2.6321125922989590e+00
1.9048355843404809e+14 4.9560116582585579e-04 -2.6310498707217334e+00
1.9055312876218325e+14 4.8465042307451915e-04 -2.6298619545318775e+00
1.9062269909031841e+14 4.7372821637430300e-04 -2.6285429609450119e+00
1.9069226941845353e+14 4.6283432696244222e-04 -2.6270865057924411e+00
1.9076183974658869e+14 4.5196859713569844e-04 -2.6254856441567611e+00
1.9083141007472384e+14 4.4113093161403882e-04 -2.6237328028872415e+00
1.9090098040285900e+14 4.3032129909843564e-04 -2.6218197037521027e+00
1.9097055073099416e+14 4.1953973405359262e-04 -2.6197372756279438e+00
1.9104012105912931e+14 4.0878633877482103e-04 -2.6174755538868522e+00
1.9110969138726447e+14 3.9806128578262983e-04 -2.6150235647411240e+00
1.9117926171539962e+14 3.8736482063056124e-04 -2.6123691918943441e+00
1.9124883204353475e+14 3.7669726519330048e-04 -2.6094990222341083e+00
1.9131840237166991e+14 3.6605902154832970e-04 -2.6063981666837721e+00
1.9138797269980506e+14 3.5545057656947987e-04 -2.6030500514162171e+00
1.9145754302794022e+14 3.4487250737812901e-04 -2.5994361735909126e+00
1.9152711335607538e+14 3.3432548784980863e-04 -2.5955358144486116e+00
1.9159668368421053e+14 3.2381029639421750e-04 -2.5913257008769026e+00
1.9166625401234569e+14 3.1332782530177561e-04 -2.5867796044096267e+00
1.9173582434048084e+14 3.0287909201517704e-04 -2.5818678639067065e+00
1.9180539466861597e+14 2.9246525277911876e-04 -2.5765568145956381e+00
1.9187496499675112e+14 2.8208761924167176e-04 -2.5708081015749178e+00
1.9194453532488628e+14 2.7174767875419833e-04 -2.5645778499931211e+00
1.9201410565302144e+14 2.6144711930094834e-04 -2.5578156562130268e+00
1.9208367598115659e+14 2.5118786031705094e-04 -2.5504633541147048e+00
1.9215324630929175e+14 2.4097209098607373e-04 -2.5424534968351664e+00
1.9222281663742691e+14 2.3080231816486677e-04 -2.5337074761051595e+00
1.9229238696556206e+14 2.2068142677201047e-04 -2.5241331764312784e+00
1.9236195729369719e+14 2.1061275645760331e-04 -2.5136220279825623e+00
1.9243152762183234e+14 2.0060019975130344e-04 -2.5020452758831362e+00
1.9250109794996750e+14 1.9064832879753707e-04 -2.4892492204842123e+00
1.9257066827810266e+14 1.8076256056068850e-04 -2.4750490953256552e+00
1.9264023860623781e+14 1.7094937433538375e-04 -2.4592211275818343e+00
1.9270980893437297e+14 1.6121660120436832e-04 -2.4414921554811100e+00
1.9277937926250812e+14 1.5157381359073071e-04 -2.4215259404749543e+00
1.9284894959064328e+14 1.4203285574252553e-04 -2.3989049854715034e+00
1.9291851991877844e+14 1.3260857495260713e-04 -2.3731062299562975e+00
1.9298809024691356e+14 1.2331984188395916e-04 -2.3434684257491352e+00
1.9305766057504872e+14 1.1419099116677373e-04 -2.3091483422958468e+00
1.9312723090318388e+14 1.0525387677332910e-04 -2.2690623990119185e+00
1.9319680123131903e+14 9.6550826746697350e-05 -2.2218104864770862e+00
1.9326637155945419e+14 8.8138898566443002e-05 -2.1655812781187076e+00
1.9333594188758934e+14 8.0095951555461594e-05 -2.0980473761331497e+00
1.9340551221572450e+14 7.2529048995919135e-05 -2.0162834940203123e+00
1.9347508254385966e+14 6.5585224295054538e-05 -1.9167993712444196e+00
1.9354465287199478e+14 5.9462825549018436e-05 -1.7958929781111461e+00
1.9361422320012994e+14 5.4416990415735741e-05 -1.6506769187786359e+00
1.9368379352826509e+14 5.0744762248075728e-05 -1.4810895400014630e+00
1.9375336385640025e+14 4.8730861327497880e-05 -1.2924051026646672e+00
1.9382293418453541e+14 4.8554580821572895e-05 -1.0960793639122328e+00
1.9389250451267056e+14 5.0208173670303640e-05 -9.0656766711322045e-01
1.9396207484080572e+14 5.3496294613298463e-05 -7.3563254391611932e-01
1.9403164516894088e+14 5.8117820453320103e-05 -5.8891973164886635e-01
1.9410121549707600e+14 6.3760786454630124e-05 -4.6661420399080605e-01
1.9417078582521116e+14 7.0158099647481186e-05 -3.6592918626082543e-01
1.9424035615334631e+14 7.7102661553352092e-05 -2.8317358473568077e-01
1.9430992648148147e+14 8.4441346319267453e-05 -2.1483044368389370e-01
1.9437949680961662e+14 9.2062929841671068e-05 -1.5793867863946540e-01
1.9444906713775178e+14 9.9886707803089047e-05 -1.1013769908846537e-01
1.9451863746588694e+14 1.0785364910530020e-04 -6.9588982669244626e-02
1.9458820779402209e+14 1.1592002425172328e-04 -3.4871289623797409e-02
1.9465777812215725e+14 1.2405295414793464e-04 -4.8850043540779051e-03
1.9472734845029238e+14 1.3222732813105264e-04 2.1225156930639959e-02
1.9479691877842753e+14 1.4042366559938139e-04 4.4129479214026719e-02
1.9486648910656269e+14 1.4862662075176020e-04 6.4357801663315478e-02
1.9493605943469784e+14 1.5682392580121870e-04 8.2332712617441281e-02
1.9500562976283300e+14 1.6500563509960393e-04 9.8394276117777804e-02
1.9507520009096816e+14 1.7316357774973257e-04 1.1281852329234122e-01
1.9514477041910331e+14 1.8129095629358373e-04 1.2583136737844081e-01
1.9521434074723847e+14 1.8938204899274143e-04 1.3761915374975350e-01
1.9528391107537359e+14 1.9743198642036325e-04 1.4833672353846841e-01
1.9535348140350875e+14 2.0543658203570802e-04 1.5811362824907321e-01
1.9542305173164391e+14 2.1339220237539175e-04 1.6705895912243285e-01
1.9549262205977906e+14 2.2129566668499263e-04 1.7526513054020351e-01
1.9556219238791422e+14 2.2914416862089833e-04 1.8281086741440750e-01
1.9563176271604938e+14 2.3693521468973921e-04 1.8976358198467883e-01
1.9570133304418453e+14 2.4466657547430595e-04 1.9618127849632178e-01
1.9577090337231969e+14 2.5233624674134597e-04 2.0211409015755541e-01
1.9584047370045481e+14 2.5994241822815359e-04 2.0760552760792528e-01
1.9591004402858997e+14 2.6748344846065343e-04 2.1269349934689946e-01
1.9597961435672512e+14 2.7495784432870351e-04 2.1741115088624161e-01
1.9604918468486028e+14 2.8236424445290828e-04 2.2178755861697688e-01
1.9611875501299544e+14 2.8970140558972441e-04 2.2584830677862414e-01
1.9618832534113059e+14 2.9696819147611512e-04 2.2961596964379785e-01
1.9625789566926575e+14 3.0416356366515555e-04 2.3311051647277820e-01
1.9632746599740091e+14 3.1128657397538141e-04 2.3634965319903262e-01
1.9639703632553603e+14 3.1833635827073698e-04 2.3934911204865489e-01
1.9646660665367119e+14 3.2531213131835188e-04 2.4212289803108383e-01
1.9653617698180634e+14 3.3221318256634722e-04 2.4468349966008573e-01
1.9660574730994150e+14 3.3903887265935537e-04 2.4704206969129436e-01
1.9667531763807666e+14 3.4578863058511329e-04 2.4920858085315217e-01
1.9674488796621181e+14 3.5246195133873195e-04 2.5119196040440439e-01
1.9681445829434697e+14 3.5905839403132026e-04 2.5300020690023511e-01
1.9688402862248212e+14 3.6557758036396144e-04 2.5464049179232207e-01
1.9695359895061725e+14 3.7201919341507900e-04 2.5611924814079107e-01
1.9702316927875241e+14 3.7838297668783106e-04 2.5744224837431051e-01
1.9709273960688756e+14 3.8466873338184609e-04 2.5861467257217929e-01
1.9716230993502272e+14 3.9087632585300784e-04 2.5964116866903053e-01
1.9723188026315788e+14 3.9700567522943153e-04 2.6052590569665979e-01
("port 1","mode 1",1,"port 2",1,"transmission")
(100, 3)
1.9034441777777778e+14 6.3266771638606856e-06 -1.7322236861390745e+00
1.9041398810591294e+14 6.2645634513738827e-06 -1.7048131011861480e+00
1.9048355843404809e+14 6.2032865555806936e-06 -1.6770809894195817e+00
1.9055312876218325e+14 6.1428989985507748e-06 -1.6490282224377062e+00
1.9062269909031841e+14 6.0834528805896946e-06 -1.6206561410950466e+00
1.9069226941845353e+14 6.0249997513351569e-06 -1.5919665935309053e+00
1.9076183974658869e+14 5.9675904739313541e-06 -1.5629619730814164e+00
1.9083141007472384e+14 5.9112750823859587e-06 -1.5336452556907183e+00
1.9090098040285900e+14 5.8561026323255715e-06 -1.5040200363947021e+00
1.9097055073099416e+14 5.8021210454842774e-06 -1.4740905644085869e+00
1.9104012105912931e+14 5.7493769483745387e-06 -1.4438617763159349e+00
1.9110969138726447e+14 5.6979155057324649e-06 -1.4133393268215106e+00
1.9117926171539962e+14 5.6477802494719856e-06 -1.3825296165066061e+00
1.9124883204353475e+14 5.5990129040147734e-06 -1.3514398160086802e+00
1.9131840237166991e+14 5.5516532090322784e-06 -1.3200778860378215e+00
1.9138797269980506e+14 5.5057387407579369e-06 -1.2884525926509789e+00
1.9145754302794022e+14 5.4613047331914936e-06 -1.2565735172175740e+00
1.9152711335607538e+14 5.4183839006386816e-06 -1.2244510605454275e+00
1.9159668368421053e+14 5.3770062631513477e-06 -1.1920964406822439e+00
1.9166625401234569e+14 5.3371989765383801e-06 -1.1595216839679747e+00
1.9173582434048084e+14 5.2989861687010699e-06 -1.1267396089949393e+00
1.9180539466861597e+14 5.2623887840934427e-06 -1.0937638032248360e+00
1.9187496499675112e+14 5.2274244381438779e-06 -1.0606085921161723e+00
1.9194453532488628e+14 5.1941072834591150e-06 -1.0272890007395226e+00
1.9201410565302144e+14 5.1624478895834425e-06 -9.9382070798232958e-01
1.9208367598115659e+14 5.1324531380198287e-06 -9.6021999358263033e-01
1.9215324630929175e+14 5.1041261340785091e-06 -9.2650367836843250e-01
1.9222281663742691e+14 5.0774661369775574e-06 -8.9268905821508593e-01
1.9229238696556206e+14 5.0524685094159045e-06 -8.5879383236727680e-01
1.9236195729369719e+14 5.0291246876195548e-06 -8.2483602689095714e-01
1.9243152762183234e+14 5.0074221726031341e-06 -7.9083391413176896e-01
1.9250109794996750e+14 4.9873445431129095e-06 -7.5680592914625511e-01
1.9257066827810266e+14 4.9688714904304034e-06 -7.2277058414158513e-01
1.9264023860623781e+14 4.9519788749071600e-06 -6.8874638200751648e-01
1.9270980893437297e+14 4.9366388038056373e-06 -6.5475173004657028e-01
1.9277937926250812e+14 4.9228197297195168e-06 -6.2080485500236893e-01
1.9284894959064328e+14 4.9104865685794656e-06 -5.8692372045803576e-01
1.9291851991877844e+14 4.8996008359764115e-06 -5.5312594762370937e-01
1.9298809024691356e+14 4.8901208003134734e-06 -5.1942874044908371e-01
1.9305766057504872e+14 4.8820016510973692e-06 -4.8584881590973733e-01
1.9312723090318388e+14 4.8751956805273008e-06 -4.5240234019439113e-01
1.9319680123131903e+14 4.8696524764092000e-06 -4.1910487140114416e-01
1.9326637155945419e+14 4.8653191243489845e-06 -3.8597130921189482e-01
1.9333594188758934e+14 4.8621404171437465e-06 -3.5301585188247020e-01
1.9340551221572450e+14 4.8600590693082564e-06 -3.2025196074341400e-01
1.9347508254385966e+14 4.8590159346637917e-06 -2.8769233227722318e-01
1.9354465287199478e+14 4.8589502250749562e-06 -2.5534887770987469e-01
1.9361422320012994e+14 4.8597997284380798e-06 -2.2323270993982972e-01
1.9368379352826509e+14 4.8615010242252170e-06 -1.9135413752640593e-01
1.9375336385640025e+14 4.8639896949841469e-06 -1.5972266536743224e-01
1.9382293418453541e+14 4.8672005324141351e-06 -1.2834700162983387e-01
1.9389250451267056e+14 4.8710677367620278e-06 -9.7235070430847545e-02
1.9396207484080572e+14 4.8755251084958804e-06 -6.6394029734999943e-02
1.9403164516894088e+14 4.8805062313930177e-06 -3.5830293895686115e-02
1.9410121549707600e+14 4.8859446463340881e-06 -5.5495602699096114e-03
1.9417078582521116e+14 4.8917740153049503e-06 2.4443160680835907e-02
1.9424035615334631e+14 4.8979282752247131e-06 5.4143512363861376e-02
1.9430992648148147e+14 4.9043417814197697e-06 8.3547756656885852e-02
1.9437949680961662e+14 4.9109494406430916e-06 1.1265273665058610e-01
1.9444906713775178e+14 4.9176868337251334e-06 1.4145583802180545e-01
1.9451863746588694e+14 4.9244903279888976e-06 1.6995494948058062e-01
1.9458820779402209e+14 4.9312971797174163e-06 1.9814842269522229e-01
1.9465777812215725e+14 4.9380456269751375e-06 2.2603503205624068e-01
1.9472734845029238e+14 4.9446749732109366e-06 2.5361393459407477e-01
1.9479691877842753e+14 4.9511256620872427e-06 2.8088463032295319e-01
1.9486648910656269e+14 4.9573393440354707e-06 3.0784692323819329e-01
1.9493605943469784e+14 4.9632589350474230e-06 3.3450088315882592e-01
1.9500562976283300e+14 4.9688286682627174e-06 3.6084680856243306e-01
1.9507520009096816e+14 4.9739941389012615e-06 3.8688519052503945e-01
1.9514477041910331e+14 4.9787023430987505e-06 4.1261667785004885e-01
1.9521434074723847e+14 4.9829017111940630e-06 4.3804204343563397e-01
