["port 1","LEFT"]
["port 2","LEFT"]
["port 3","LEFT"]
["port 4","RIGHT"]
("port 1","mode 1",1,"port 1",1,"transmission")
(100, 3)
1.9034441777777778e+14 5.6299340373091721e-04 -2.6392725804205162e+00
1.9041398810591294e+14 5.4975841342351712e-04 -2.6404966653218911e+00
1.9048355843404809e+14 5.3659322605070943e-04 -2.6417377139249942e+00
1.9055312876218325e+14 5.2349889759541743e-04 -2.6429989966197072e+00
1.9062269909031841e+14 5.1047673788905720e-04 -2.6442834996137692e+00
1.9069226941845353e+14 4.9752824410852507e-04 -2.6455937949917194e+00
1.9076183974658869e+14 4.8465502693730619e-04 -2.6469319195735275e+00
1.9083141007472384e+14 4.7185873229584741e-04 -2.6482992671513119e+00
1.9090098040285900e+14 4.5914096174133802e-04 -2.6496964984693832e+00
1.9097055073099416e+14 4.4650319465338478e-04 -2.6511234728023996e+00
1.9104012105912931e+14 4.3394671531855444e-04 -2.6525792044386116e+00
1.9110969138726447e+14 4.2147254779804086e-04 -2.6540618465428722e+00
1.9117926171539962e+14 4.0908140118072497e-04 -2.6555687040622473e+00
1.9124883204353475e+14 3.9677362742389144e-04 -2.6570962762476440e+00
1.9131840237166991e+14 3.8454919347552296e-04 -2.6586403282873143e+00
1.9138797269980506e+14 3.7240766880694976e-04 -2.6601959904896075e+00
1.9145754302794022e+14 3.6034822887100144e-04 -2.6617578822510715e+00
1.9152711335607538e+14 3.4836967434317653e-04 -2.6633202569620678e+00
1.9159668368421053e+14 3.3647046536859561e-04 -2.6648771630939989e+00
1.9166625401234569e+14 3.2464876942729144e-04 -2.6664226158020443e+00
1.9173582434048084e+14 3.1290252085934794e-04 -2.6679507726775853e+00
1.9180539466861597e+14 3.0122948963957880e-04 -2.6694561069166123e+00
1.9187496499675112e+14 2.8962735659418136e-04 -2.6709335707521547e+00
1.9194453532488628e+14 2.7809379201435220e-04 -2.6723787419874210e+00
1.9201410565302144e+14 2.6662653449015982e-04 -2.6737879465545813e+00
1.9208367598115659e+14 2.5522346679160050e-04 -2.6751583502015102e+00
1.9215324630929175e+14 2.4388268576979821e-04 -2.6764880126716175e+00
1.9222281663742691e+14 2.3260256350375025e-04 -2.6777758979135848e+00
1.9229238696556206e+14 2.2138179729798584e-04 -2.6790218338460190e+00
1.9236195729369719e+14 2.1021944659677956e-04 -2.6802264148830597e+00
1.9243152762183234e+14 1.9911495540071920e-04 -2.6813908391475727e+00
1.9250109794996750e+14 1.8806815939253894e-04 -2.6825166702207599e+00
1.9257066827810266e+14 1.7707927754158936e-04 -2.6836055091863757e+00
1.9264023860623781e+14 1.6614888860465944e-04 -2.6846585556651350e+00
1.9270980893437297e+14 1.5527789350886027e-04 -2.6856760247109088e+00
1.9277937926250812e+14 1.4446746516020361e-04 -2.6866563661735339e+00
1.9284894959064328e+14 1.3371898773072429e-04 -2.6875951981946531e+00
1.9291851991877844e+14 1.2303398788499910e-04 -2.6884838048844597e+00
1.9298809024691356e+14 1.1241406078319118e-04 -2.6893069353663117e+00
1.9305766057504872e+14 1.0186079402121366e-04 -2.6900394271908854e+00
1.9312723090318388e+14 9.1375692945185619e-05 -2.6906407479510981e+00
1.9319680123131903e+14 8.0960111222927905e-05 -2.6910456387151327e+00
1.9326637155945419e+14 7.0615191375037142e-05 -2.6911469655281635e+00
1.9333594188758934e+14 6.0341822193389215e-05 -2.6907617024087456e+00
1.9340551221572450e+14 5.0140626377866707e-05 -2.6895565013146752e+00
1.9347508254385966e+14 4.0012013215720662e-05 -2.6868624670486150e+00
1.9354465287199478e+14 2.9956417739356967e-05 -2.6811225059994350e+00
1.9361422320012994e+14 1.9975321926415109e-05 -2.6677005450702409e+00
1.9368379352826509e+14 1.0078294023106706e-05 -2.6238860741717076e+00
1.9375336385640025e+14 9.5278032576680665e-07 -1.3433306094593191e+00
1.9382293418453541e+14 9.6442953600509391e-06 3.2305250741666874e-01
1.9389250451267056e+14 1.9340379282023578e-05 3.6933946073972795e-01
1.9396207484080572e+14 2.8989262506479861e-05 3.8295830947910053e-01
1.9403164516894088e+14 3.8581756746206892e-05 3.8846210291289179e-01
1.9410121549707600e+14 4.8117941464239318e-05 3.9072295611688013e-01
1.9417078582521116e+14 5.7599383184556712e-05 3.9136384124078338e-01
1.9424035615334631e+14 6.7027970254095052e-05 3.9108389307625574e-01
1.9430992648148147e+14 7.6405569936531371e-05 3.9023657100651415e-01
1.9437949680961662e+14 8.5733873840549942e-05 3.8902157622719336e-01
1.9444906713775178e+14 9.5014307656903041e-05 3.8756130405960693e-01
1.9451863746588694e+14 1.0424797299600245e-04 3.8593543157656451e-01
1.9458820779402209e+14 1.1343561154475003e-04 3.8419811690722472e-01
1.9465777812215725e+14 1.2257758822351820e-04 3.8238720875960819e-01
1.9472734845029238e+14 1.3167389190066339e-04 3.8052948993555186e-01
1.9479691877842753e+14 1.4072415255322608e-04 3.7864382997857987e-01
1.9486648910656269e+14 1.4972767363121821e-04 3.7674318361225984e-01
1.9493605943469784e+14 1.5868347793019172e-04 3.7483592867633886e-01
1.9500562976283300e+14 1.6759036492093639e-04 3.7292681576276415e-01
1.9507520009096816e+14 1.7644697708192101e-04 3.7101768493123916e-01
1.9514477041910331e+14 1.8525187248677444e-04 3.6910803972295225e-01
1.9521434074723847e+14 1.9400360068512395e-04 3.6719553186213361e-01
1.9528391107537359e+14 2.0270077882662680e-04 3.6527638759566050e-01
1.9535348140350875e+14 2.1134216498959270e-04 3.6334579335226536e-01
1.9542305173164391e+14 2.1992672581412761e-04 3.6139824976920260e-01
1.9549262205977906e+14 2.2845369574086617e-04 3.5942789809162695e-01
1.9556219238791422e+14 2.3692262554537481e-04 3.5742881947653588e-01
1.9563176271604938e+14 2.4533341821245401e-04 3.5539530585120910e-01
1.9570133304418453e+14 2.5368635074366717e-04 3.5332209992804881e-01
1.9577090337231969e+14 2.6198208100200362e-04 3.5120460148695115e-01
1.9584047370045481e+14 2.7022163929312643e-04 3.4903903711854029e-01
1.9591004402858997e+14 2.7840640499839244e-04 3.4682259097908869e-01
1.9597961435672512e+14 2.8653806913980231e-04 3.4455349477557268e-01
1.9604918468486028e+14 2.9461858435404184e-04 3.4223107612467502e-01
1.9611875501299544e+14 3.0265010425280171e-04 3.3985576537051237e-01
1.9618832534113059e+14 3.1063491458477939e-04 3.3742906211578871e-01
1.9625789566926575e+14 3.1857535898721656e-04 3.3495346391356035e-01
1.9632746599740091e+14 3.2647376231919250e-04 3.3243236059778875e-01
1.9639703632553603e+14 3.3433235473081092e-04 3.2986989895575741e-01
1.9646660665367119e+14 3.4215319956754634e-04 3.2727082329423257e-01
1.9653617698180634e+14 3.4993812808987269e-04 3.2464029817305767e-01
1.9660574730994150e+14 3.5768868372404683e-04 3.2198372025975608e-01
1.9667531763807666e+14 3.6540607813473472e-04 3.1930652641360158e-01
1.9674488796621181e+14 3.7309116097097140e-04 3.1661400512844212e-01
1.9681445829434697e+14 3.8074440452529290e-04 3.1391111830153129e-01
1.9688402862248212e+14 3.8836590395464860e-04 3.1120233954779536e-01
1.9695359895061725e+14 3.9595539304839009e-04 3.0849151473699937e-01
1.9702316927875241e+14 4.0351227488552989e-04 3.0578174928023988e-01
1.9709273960688756e+14 4.1103566611781409e-04 3.0307532559637285e-01
1.9716230993502272e+14 4.1852445304498416e-04 3.0037365302290370e-01
1.9723188026315788e+14 4.2597735717886127e-04 2.9767725106502946e-01
("port 1","mode 1",1,"port 2",1,"transmission")
(100, 3)
1.9034441777777778e+14 9.4140309321214924e-07 -1.5214827938771960e+00
1.9041398810591294e+14 8.7996363327019223e-07 -1.5057145129829477e+00
1.9048355843404809e+14 8.2047194235367606e-07 -1.4897294487546984e+00
1.9055312876218325e+14 7.6293153558196508e-07 -1.4734919444478560e+00
1.9062269909031841e+14 7.0734383432364712e-07 -1.4569559192412302e+00
1.9069226941845353e+14 6.5370800819684190e-07 -1.4400622113933268e+00
1.9076183974658869e+14 6.0202089716311558e-07 -1.4227350775288883e+00
1.9083141007472384e+14 5.5227702196156224e-07 -1.4048774842268288e+00
1.9090098040285900e+14 5.0446869252037261e-07 -1.3863646381208354e+00
1.9097055073099416e+14 4.5858622732242145e-07 -1.3670348931818619e+00
1.9104012105912931e+14 4.1461830352178593e-07 -1.3466766627247402e+00
1.9110969138726447e+14 3.7255247064727992e-07 -1.3250090882609900e+00
1.9117926171539962e+14 3.3237588546526198e-07 -1.3016526667402388e+00
1.9124883204353475e+14 2.9407637290261966e-07 -1.2760831857227002e+00
1.9131840237166991e+14 2.5764401105409413e-07 -1.2475568397801446e+00
1.9138797269980506e+14 2.2307362991499464e-07 -1.2149833615416634e+00
1.9145754302794022e+14 1.9036902946435654e-07 -1.1767004725529289e+00
1.9152711335607538e+14 1.5955069013988059e-07 -1.1300495537619866e+00
1.9159668368421053e+14 1.3067118783908196e-07 -1.0705224401710507e+00
1.9166625401234569e+14 1.0384928692033066e-07 -9.8990935157848858e-01
1.9173582434048084e+14 7.9354473760459396e-08 -8.7194423145385835e-01
1.9180539466861597e+14 5.7843059856195527e-08 -6.8161072442577231e-01
1.9187496499675112e+14 4.1050743209521516e-08 -3.4456164979124759e-01
1.9194453532488628e+14 3.3008366682397282e-08 2.1377109261995145e-01
1.9201410565302144e+14 3.6774676493487800e-08 7.9238386153911444e-01
1.9208367598115659e+14 4.7802964852079228e-08 1.1534727373697253e+00
1.9215324630929175e+14 6.0963386820741017e-08 1.3565326945891674e+00
1.9222281663742691e+14 7.4107036898081666e-08 1.4812592547053123e+00
1.9229238696556206e+14 8.6441650331045730e-08 1.5660476959527978e+00
1.9236195729369719e+14 9.7641202146159160e-08 1.6286091613264735e+00
1.9243152762183234e+14 1.0755437223810384e-07 1.6777936545564462e+00
1.9250109794996750e+14 1.1610405633702510e-07 1.7184204210944112e+00
1.9257066827810266e+14 1.2324826599574523e-07 1.7533158490879039e+00
1.9264023860623781e+14 1.2896316090920327e-07 1.7842444118142899e+00
1.9270980893437297e+14 1.3323502239075370e-07 1.8123689076853482e+00
1.9277937926250812e+14 1.3605620394389459e-07 1.8384948028171340e+00
1.9284894959064328e+14 1.3742299558662040e-07 1.8632087932420776e+00
1.9291851991877844e+14 1.3733446971854603e-07 1.8869628949941850e+00
1.9298809024691356e+14 1.3579185814784649e-07 1.9101298929334616e+00
1.9305766057504872e+14 1.3279823258309729e-07 1.9330445158863525e+00
1.9312723090318388e+14 1.2835837390162149e-07 1.9560398142380642e+00
1.9319680123131903e+14 1.2247878203073083e-07 1.9794871713791808e+00
1.9326637155945419e+14 1.1516783173397608e-07 2.0038509217424245e+00
1.9333594188758934e+14 1.0643614826932646e-07 2.0297769426672523e+00
1.9340551221572450e+14 9.6297411460291045e-08 2.0582565226952321e+00
1.9347508254385966e+14 8.4770135531710425e-08 2.0909664394931737e+00
1.9354465287199478e+14 7.1881991693931479e-08 2.1310681388893427e+00
