["port 1",""]
["port 2",""]
["port 3",""]
["port 4",""]
("port 1","mode 1",1,"port 1",1,"transmission")
(100, 3)
1.9034441777777778e+14 5.5783568822862905e-04 -2.6365632119003353e+00
1.9041398810591294e+14 5.4466189560651310e-04 -2.6379636741195518e+00
1.9048355843404809e+14 5.3156757042034078e-04 -2.6393807631629675e+00
1.9055312876218325e+14 5.1855242888685120e-04 -2.6408146815348199e+00
1.9062269909031841e+14 5.0561618191830428e-04 -2.6422656356901904e+00
1.9069226941845353e+14 4.9275853493919606e-04 -2.6437338368115548e+00
1.9076183974658869e+14 4.7997918771153675e-04 -2.6452195016715905e+00
1.9083141007472384e+14 4.6727783416905652e-04 -2.6467228537055525e+00
1.9090098040285900e+14 4.5465416226704889e-04 -2.6482441242241781e+00
1.9097055073099416e+14 4.4210785384214143e-04 -2.6497835538336663e+00
1.9104012105912931e+14 4.2963858447935601e-04 -2.6513413941267423e+00
1.9110969138726447e+14 4.1724602340097150e-04 -2.6529179096530999e+00
1.9117926171539962e+14 4.0492983335790108e-04 -2.6545133802162799e+00
1.9124883204353475e+14 3.9268967053777482e-04 -2.6561281036166515e+00
1.9131840237166991e+14 3.8052518448903987e-04 -2.6577623988584271e+00
1.9138797269980506e+14 3.6843601805158771e-04 -2.6594166099557888e+00
1.9145754302794022e+14 3.5642180730556956e-04 -2.6610911104798083e+00
1.9152711335607538e+14 3.4448218153150024e-04 -2.6627863089311772e+00
1.9159668368421053e+14 3.3261676318478494e-04 -2.6645026552453603e+00
1.9166625401234569e+14 3.2082516788183236e-04 -2.6662406485580994e+00
1.9173582434048084e+14 3.0910700440282720e-04 -2.6680008466543597e+00
1.9180539466861597e+14 2.9746187470783210e-04 -2.6697838774291545e+00
1.9187496499675112e+14 2.8588937396419972e-04 -2.6715904529589758e+00
1.9194453532488628e+14 2.7438909059228594e-04 -2.6734213868013832e+00
1.9201410565302144e+14 2.6296060632245623e-04 -2.6752776155156530e+00
1.9208367598115659e+14 2.5160349627113349e-04 -2.6771602255786253e+00
1.9215324630929175e+14 2.4031732902618828e-04 -2.6790704873526430e+00
1.9222281663742691e+14 2.2910166675581657e-04 -2.6810098983778383e+00
1.9229238696556206e+14 2.1795606532581412e-04 -2.6829802390670023e+00
1.9236195729369719e+14 2.0688007444449001e-04 -2.6849836451919349e+00
1.9243152762183234e+14 1.9587323782160898e-04 -2.6870227033513823e+00
1.9250109794996750e+14 1.8493509335329144e-04 -2.6891005784093549e+00
1.9257066827810266e+14 1.7406517333377032e-04 -2.6912211861018207e+00
1.9264023860623781e+14 1.6326300470347212e-04 -2.6933894306813619e+00
1.9270980893437297e+14 1.5252810934565680e-04 -2.6956115380942793e+00
1.9277937926250812e+14 1.4186000443779182e-04 -2.6978955327619372e+00
1.9284894959064328e+14 1.3125820290472973e-04 -2.7002519356775045e+00
1.9291851991877844e+14 1.2072221400491111e-04 -2.7026948138213771e+00
1.9298809024691356e+14 1.1025154413669215e-04 -2.7052434059759007e+00
1.9305766057504872e+14 9.9845698022666107e-05 -2.7079247317139128e+00
1.9312723090318388e+14 8.9504180539091573e-05 -2.7107779546967183e+00
1.9319680123131903e+14 7.9226499775129515e-05 -2.7138620504136135e+00
1.9326637155945419e+14 6.9012172541307287e-05 -2.7172701196771882e+00
1.9333594188758934e+14 5.8860735226897730e-05 -2.7211582023254159e+00
1.9340551221572450e+14 4.8771767582071076e-05 -2.7258092075894860e+00
1.9347508254385966e+14 3.8744952501052167e-05 -2.7317946154965020e+00
1.9354465287199478e+14 2.8780257978957694e-05 -2.7404680143974618e+00
1.9361422320012994e+14 1.8878685759559901e-05 -2.7559973165115821e+00
1.9368379352826509e+14 9.0478740506337957e-06 -2.8005597731290530e+00
1.9375336385640025e+14 1.0644371079005218e-06 -5.0994257908418144e+00
1.9382293418453541e+14 1.0522703450254522e-05 -5.7950198191068987e+00
1.9389250451267056e+14 2.0179824325495244e-05 -5.8307088661351232e+00
1.9396207484080572e+14 2.9787045364674665e-05 -5.8446615915856306e+00
1.9403164516894088e+14 3.9339019929242275e-05 -5.8528611464149263e+00
1.9410121549707600e+14 4.8835037036326916e-05 -5.8587126811330918e+00
1.9417078582521116e+14 5.8275210654428295e-05 -5.8633815721486480e+00
1.9424035615334631e+14 6.7659897103120940e-05 -5.8673747893466208e+00
1.9430992648148147e+14 7.6989544803396546e-05 -5.8709482702592588e+00
1.9437949680961662e+14 8.6264643122666991e-05 -5.8742451428073208e+00
1.9444906713775178e+14 9.5485701499123247e-05 -5.8773516796572114e+00
1.9451863746588694e+14 1.0465323973442749e-04 -5.8803229541326969e+00
1.9458820779402209e+14 1.1376778296162680e-04 -5.8831957536167003e+00
1.9465777812215725e+14 1.2282985881907063e-04 -5.8859955695221347e+00
1.9472734845029238e+14 1.3183999570735429e-04 -5.8887406087540555e+00
1.9479691877842753e+14 1.4079872165246167e-04 -5.8914442091459014e+00
1.9486648910656269e+14 1.4970656350113491e-04 -5.8941163537295402e+00
1.9493605943469784e+14 1.5856404631997572e-04 -5.8967646531131406e+00
1.9500562976283300e+14 1.6737169292489745e-04 -5.8993950019428665e+00
1.9507520009096816e+14 1.7613002348792860e-04 -5.9020120289949745e+00
1.9514477041910331e+14 1.8483955521529077e-04 -5.9046194128586684e+00
1.9521434074723847e+14 1.9350080205000341e-04 -5.9072201077821438e+00
1.9528391107537359e+14 2.0211427442386971e-04 -5.9098165082742060e+00
1.9535348140350875e+14 2.1068047902204442e-04 -5.9124105709349468e+00
1.9542305173164391e+14 2.1919991858013765e-04 -5.9150039059965156e+00
1.9549262205977906e+14 2.2767309169253812e-04 -5.9175978469799757e+00
1.9556219238791422e+14 2.3610049263983536e-04 -5.9201935044331977e+00
1.9563176271604938e+14 2.4448261123483046e-04 -5.9227918077550044e+00
1.9570133304418453e+14 2.5281993268240998e-04 -5.9253935381398124e+00
1.9577090337231969e+14 2.6111293745401202e-04 -5.9279993547878629e+00
1.9584047370045481e+14 2.6936210117600463e-04 -5.9306098158407972e+00
1.9591004402858997e+14 2.7756789453270577e-04 -5.9332253954375931e+00
1.9597961435672512e+14 2.8573078318518792e-04 -5.9358464974518119e+00
1.9604918468486028e+14 2.9385122770298806e-04 -5.9384734668988752e+00
1.9611875501299544e+14 3.0192968350753935e-04 -5.9411065992866625e+00
1.9618832534113059e+14 3.0996660083651249e-04 -5.9437461483970342e+00
1.9625789566926575e+14 3.1796242471267158e-04 -5.9463923327911106e+00
1.9632746599740091e+14 3.2591759493516017e-04 -5.9490453412956317e+00
1.9639703632553603e+14 3.3383254608058228e-04 -5.9517053376065023e+00
1.9646660665367119e+14 3.4170770751830199e-04 -5.9543724642246971e+00
1.9653617698180634e+14 3.4954350344043827e-04 -5.9570468457990149e+00
1.9660574730994150e+14 3.5734035290380963e-04 -5.9597285919663259e+00
1.9667531763807666e+14 3.6509866988907548e-04 -5.9624177998457402e+00
1.9674488796621181e+14 3.7281886336890731e-04 -5.9651145561129004e+00
1.9681445829434697e+14 3.8050133739229644e-04 -5.9678189388616509e+00
1.9688402862248212e+14 3.8814649118189666e-04 -5.9705310191704646e+00
